Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,2, Pcs ,"25,000.00","50,000.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,2, Pcs ,"15,500.00","31,000.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,3, Pcs ,"4,500.00","13,500.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,890,"2,670.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,250.00","6,250.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,100.00","4,400.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,250.00","5,000.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,"1,000.00","3,000.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,100,700,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,"1,500.00","1,500.00",
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,2, Pcs ,"25,000.00","50,000.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,2, Pcs ,"15,500.00","31,000.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,3, Pcs ,"4,500.00","13,500.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,890,"2,670.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,250.00","6,250.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,100.00","4,400.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,250.00","5,000.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,"1,000.00","3,000.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,100,700,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,"1,500.00","1,500.00",
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Paint Work,Common,,Water sealer,Berger- 18.0 Ltr,42,Drum,"2,600.00","109,200.00",
,Paint Work,Common,,Enamel Paint,Berger- 3.64 Ltr,30,Gallon,"1,080.00","32,400.00",
,Paint Work,Common,,Chalk powder,Berger- 25 Kg,35,Bag,520,"18,200.00",
,Paint Work,Common,,Wall Putty,Berger- 18.20 Ltr,120,Drum,"2,320.00","278,400.00",
,Paint Work,Common,,Thiner (T - 6),Berger- 4 ltr,15,Gallon,500,"7,500.00",
,Paint Work,Common,,Plastic Paint - wall,Berger- 18.20 Ltr,58,Drum,"3,950.00","229,100.00",
,Paint Work,Common,,Plastic Paint - Ceiling,Berger- 18.20 Ltr,30,Drum,"3,950.00","118,500.00",
,Paint Work,Common,,Spirit,4.5 Ltr,350,Litre,160,"56,000.00",
,Paint Work,Common,,Gala,1000 grm,25,Kg,"1,100.00","27,500.00",
,Paint Work,Common,,MC Thinner,,80,Litre,150,"12,000.00",
,Paint Work,Common,,Carpa,,8,Kg,400,"3,200.00",
,Paint Work,Common,,Alamati,,1,Tk.,"1,500.00","1,500.00",
,Paint Work,Common,,Shidur,,1,Tk.,"3,000.00","3,000.00",
,Paint Work,Common,,Khola Colour (Brown),,1,Tk.,"1,500.00","1,500.00",
,Paint Work,Common,,Mom,,6,Kg,500,"3,000.00",
,Paint Work,Common,,Markin Cloth,,200,Goj.,10,"2,000.00",
,Paint Work,Common,,120 No. Paper,,200,Pcs,25,"5,000.00",
,Paint Work,Common,,1.5 No. Paper,,40,Pcs,15,600,
,Paint Work,Common,,0 No. Paper,,40,Pcs,15,600,
,Paint Work,Common,,Maskin Tep,,40,Pcs,50,"2,000.00",
,Paint Work,Common,,Water Sealer (Outside),Berger- 18.0 Ltr,11,Drum,"2,600.00","28,600.00",
,Paint Work,Common,,Chalk Powder,Berger- 25 kg,6,Bag,520,"3,120.00",
,Paint Work,Common,,All Purpose Putty,Berger- 25 kg,9,Bag,"1,300.00","11,700.00",
,Paint Work,Common,,Weather Coat,Berger- 18.20 Ltr,18,Drum,"5,200.00","93,600.00",
,Paint Work,Common,,Plastic Paint (Inside Floor),,7,Job,"30,000.00","210,000.00",
,Paint Work,Common,,All of GF Paint Work,,1,Job,"20,000.00","20,000.00",
,Paint Work,Common,,Stair Case All Paint Work,,1,Job,"20,000.00","20,000.00",
,Paint Work,Common,,Enamail Paint,,1,Job,"20,000.00","20,000.00",
,Paint Work,Common,,Weather Coat (Outside),,1,Job,"50,000.00","50,000.00",
,Paint Work,Common,,Polish Work,,1,Job,"50,000.00","50,000.00",
,Direct Common Cost,Common,,Gas Connection,,1,Pcs,"5,000.00","5,000.00",
,Direct Common Cost,Common,,Electric Connection (Residential),,1,Job,"15,000.00","15,000.00",
,Direct Common Cost,Common,,Water Connection (Residential),,1,Job,"15,000.00","15,000.00",
,Direct Common Cost,Common,,Solar,,1,Job,"150,000.00","150,000.00",
,Direct Common Cost,Common,,Lift,,1,Pcs,"3,800,000.00","3,800,000.00",
,Direct Common Cost,Common,,Generator,45 KW,1,Pcs,"1,400,000.00","1,400,000.00",
,Direct Common Cost,Common,,Substation,150 KVA,1,Pcs,"1,300,000.00","1,300,000.00",
,Direct Common Cost,Common,,Substation Power Cable,,1,Job,"310,000.00","310,000.00",
,Direct Common Cost,Common,,Front site garden,,1,Job,"120,000.00","120,000.00",
,Direct Common Cost,Common,,Handover Project Board,,1,Job,"45,000.00","45,000.00",
,Indirect Common Cost,Common,,Conveyance ,,1, Job ,"50,000.00","50,000.00",
,Indirect Common Cost,Common,,Entertainment ,,1, Job ,"30,000.00","30,000.00",
,Indirect Common Cost,Common,,Debris Cleaning ,,"25,000.00", Cft ,7,"175,000.00",
,Indirect Common Cost,Common,,Subscription  ,,30, Month ,"5,000.00","150,000.00",
,Indirect Common Cost,Common,,Miscellaneous General ,,1, Job ,"50,000.00","50,000.00",
,Indirect Common Cost,Common,,Toiletries ,,1, Job ,"15,000.00","15,000.00",
,Indirect Common Cost,Common,,Printing & Stationary ,,1, Job ,"15,000.00","15,000.00",
,Indirect Common Cost,Common,,Milad & Dua ,,1, Job ,"25,000.00","25,000.00",
,Indirect Common Cost,Common,,Hand Over Ceremony  ,,1, Job ,"50,000.00","50,000.00",
,Indirect Common Cost,Common,,Project Face. ,,1, Job ,"120,000.00","120,000.00",
,Indirect Common Cost,Common,,Medical Expense ,,1, Job ,"25,000.00","25,000.00",
,Indirect Common Cost,Common,,Safety Canopy,,380, Sft ,420,"159,600.00",
,Indirect Common Cost,Common,,Safety Net,,1, Job ,"180,000.00","180,000.00",
,Project Overhead,Common,,Electic Bill (DESCO),,30,Month,"10,000.00","300,000.00","16,200.00"
,Project Overhead,Common,,Water Bill (WASA),,30,Month,"12,000.00","360,000.00",
,Project Overhead,Common,,Gas Bill,,30,Month,"1,450.00","43,500.00",
,Project Overhead,Common,,Engineer 01,,30,Month,"30,000.00","900,000.00",
,Project Overhead,Common,,Site Superviser 01,,30,Month,"15,000.00","450,000.00",
,Project Overhead,Common,,Site Superviser 02,,30,Month,"14,000.00","420,000.00",
,Project Overhead,Common,,Site Superviser 03,,30,Month,"13,000.00","390,000.00",
,Project Asset,Common,,Water Pump,,3,Pcs,"12,000.00","36,000.00",Build Area
,Project Asset,Common,,Bed,,2,Pcs,"2,000.00","4,000.00","16,200.00"
,Project Asset,Common,,Table,,2,Pcs,"1,500.00","3,000.00",
,Project Asset,Common,,Chair,,6,Pcs,"1,200.00","7,200.00",
,Project Asset,Common,,Mat Pump,,1,Pcs,"8,000.00","8,000.00",
,Project Asset,Common,,Delivary Pipe,,500,Rft,15,"7,500.00",
,Project Asset,Common,,Hellogen Light,,6,Pcs,"4,000.00","24,000.00",
,Project Asset,Common,,Bicycle,,1,Pcs,"10,000.00","10,000.00",
,Project Asset,Common,,Electric Fan,,4,Pcs,"3,200.00","12,800.00",
,Project Asset,Common,,Gumboot,,25,Pcs,500,"12,500.00",
,Project Asset,Common,,Safety Helmet,,60,Pcs,350,"21,000.00",
,Project Asset,Common,,Safety Belt,,60,Pcs,350,"21,000.00",
,Project Asset,Common,,Curing Pipe,,800,Feet,15,"12,000.00",
,Project Asset,Common,,40/76 Two in core Cable,,2,Coil,"14,000.00","28,000.00",
,Project Asset,Common,,Energy Light,,20,Pcs,350,"7,000.00",
